Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q10,Q10_2_TEXT,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q20_2_TEXT,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q21_17,Q21_18,Q21_19,Q21_20,Q21_21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_12,Q22_13,Q22_14,Q22_15,Q22_16,Q22_17,Q22_18,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q23_11,Q23_12,Q23_13,Q23_14,Q23_15,Q23_16,Q23_17,Q23_18,Q24_1,Q24_2,Q24_3,Q25_1,Q25_2,Q25_3,Q26_1,Q26_2,Q26_3,Q27_1,Q28_1,Q29,Q29_7_TEXT,Q30,Q30_7_TEXT
39,Female   ,4-year College Degree   ,Other   ,Yes   ,Normal weight,Married (Cohabiting),Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Strongly Disagree,Disagree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat disagree,"Yes, please indicate how many children you have",3,Losing weight   ,117,I have some doubts about my estimate   ,Over a month ago   ,60 inches,,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",150,105,"Yes, If Yes add box please briefly describe what is working for you",I count my calories and I do not eat anything after 6pm,Often,Sometimes,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,Often,Sometimes,Never,Rarely,Rarely,Never,Never,Rarely,Sometimes,Sometimes,2,7,7,2,0,3,3,7,7,0,0,0,0,2,0,3,3,0,0,0,0,2,2,4,4,2,7,5,0,2,0,5,2,4,4,2,60,50,61,19,80,80,71,28,50,4,5,No  ,,No  ,
25,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,No,,Keeping my weight about the same   ,101,I'm very confident about my estimate  ,Today   ,61,,Using diuretics,105,97,"Yes, If Yes add box please briefly describe what is working for you",Healthy Eating and Portion Control,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Never,Often,Rarely,7,4,0,7,7,6,5,7,3,7,7,1,0,3,1,3,2,0,6,4,4,7,6,6,4,2,7,7,7,1,0,3,0,3,4,2,93,100,100,95,88,78,100,78,87,5,4,No  ,,No  ,
21,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Underweight,Married (Cohabiting),Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,No,,Keeping my weight about the same   ,115,I'm fairly confident about my estimate   ,Over a month ago   ,68,Significant relationship change ,,134,113,No  ,,Often,Sometimes,Often,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Never,Never,Rarely,Often,Sometimes,3,0,0,6,0,5,5,0,1,0,1,1,0,1,0,3,4,0,0,0,0,6,0,0,0,0,1,0,0,0,0,2,0,6,6,2,97,100,100,79,72,22,73,55,10,4,4,No  ,,No  ,
26,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,135,Neutral   ,Over a year ago ,67,Significant relationship change ,,140,129,"Yes, If Yes add box please briefly describe what is working for you",Exercising and eating sensibly and healthily,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Often,Sometimes,Rarely,Never,Never,Never,Never,0,0,0,6,2,2,3,7,7,0,5,0,0,3,0,3,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,3,2,3,0,3,75,84,69,54,51,11,37,14,8,3,2,No  ,,No  ,
40,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat agree,Somewhat agree,"Yes, please indicate how many children you have",4,Keeping my weight about the same   ,138,I'm very confident about my estimate  ,This week   ,66.5,"Pregnancy   ,Started a medication with weight gain as a side effect   ,Significant medical experience impeding mobility   ,Significant relationship change ",,172,107,No  ,,Sometimes,Often,Rarely,Sometimes,Never,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Often,Rarely,Rarely,Often,Rarely,Rarely,6,1,0,2,4,6,4,1,7,2,1,0,0,1,0,2,3,3,1,0,0,0,0,0,2,0,2,1,2,0,0,3,0,4,5,2,80,70,90,95,60,70,90,30,5,4,5,No  ,,No  ,
25,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Gaining weight ,185,I'm very confident about my estimate  ,Today   ,68,Significant relationship change ,Exercised at least 2 hours daily for weight loss   ,198,168,No  ,,Often,Often,Sometimes,Sometimes,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Never,Sometimes,Sometimes,7,5,7,3,4,2,7,7,7,7,5,1,0,3,0,3,3,2,0,0,0,7,0,3,3,2,1,0,0,0,0,3,0,7,5,2,60,75,70,90,80,80,40,20,20,4,4,No  ,,No  ,
23,Female   ,Some College   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Strongly Disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,"Yes, please indicate how many children you have",1,Keeping my weight about the same   ,140,I'm very confident about my estimate  ,This week   ,63,"Pregnancy   ,Started a medication with weight gain as a side effect   ,Significant relationship change ","Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",173,108,No  ,,Often,Often,Often,Often,Sometimes,Rarely,Rarely,Often,Never,Never,Rarely,Sometimes,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,3,3,0,0,0,0,3,3,2,5,3,1,0,2,7,5,1,2,0,0,0,0,1,7,1,3,1,3,1,2,0,2,4,4,2,2,0,,,60,80,15,52,55,19,1,4,No  ,,No  ,
24,Female   ,Some College   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Somewhat disagree,Agree,Agree,Somewhat agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,No,,Gaining weight ,155,I'm fairly confident about my estimate   ,Today   ,66,"Pregnancy   ,Significant relationship change ",,155,116,"Yes, If Yes add box please briefly describe what is working for you",Eat healthy foods,Sometimes,Sometimes,Sometimes,Rarely,Often,Sometimes,Sometimes,Rarely,Sometimes,Never,Rarely,Rarely,Never,Rarely,Often,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,5,0,0,6,1,1,2,5,4,2,3,1,0,1,1,2,1,4,1,0,0,3,1,1,4,4,6,0,1,0,0,3,0,4,1,1,39,50,59,13,33,13,31,45,16,4,4,No  ,,No  ,
20,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,130,I'm very confident about my estimate  ,This week   ,67,"Started a medication with weight gain as a side effect   ,Significant relationship change ","Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",137,120,"Yes, If Yes add box please briefly describe what is working for you","Do not over eat, and exercise regularly ",Sometimes,Sometimes,Rarely,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Often,Rarely,Never,Never,Never,Rarely,7,0,7,4,5,5,7,5,5,3,1,1,0,4,0,0,2,1,4,5,5,2,5,5,7,7,7,5,4,1,0,6,3,1,2,0,80,75,80,90,75,75,100,65,50,3,1,No  ,,No  ,
52,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Agree,Somewhat disagree,Disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Yes, please indicate how many children you have",5,Losing weight   ,181,I'm very confident about my estimate  ,Today   ,69,,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",235,170,"Yes, If Yes add box please briefly describe what is working for you","Lifestyle, healthy foods & habits",Often,Often,Sometimes,Often,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Often,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,5,7,7,3,3,3,6,7,7,7,3,1,0,0,3,2,0,1,5,5,5,2,2,0,1,5,5,5,5,3,1,0,3,2,5,3,72,72,72,82,82,82,71,71,71,2,2,No  ,,No  ,
24,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly Disagree,Disagree,Agree,Strongly agree,No,,Keeping my weight about the same   ,125,I'm very confident about my estimate  ,Over a week ago   ,64,Significant relationship change ,,130,120,"Yes, If Yes add box please briefly describe what is working for you","I trust my body to give signs when I'm not doing well (feeling tired, grumpy, etc). When that happen I get a little more strict (more veggies, a better sleep routine, etc).",Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Often,Sometimes,Never,Never,Never,Never,5,3,3,6,6,5,7,7,7,1,5,1,0,0,1,1,1,1,5,1,1,7,6,5,7,4,4,0,6,2,0,1,1,6,2,1,100,95,100,100,50,50,100,50,50,4,5,No  ,,No  ,
35,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Disagree,Somewhat disagree,Does not Apply to Me,Disagree,Agree,Somewhat disagree,Does not Apply to Me,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,"Yes, please indicate how many children you have",3,Losing weight   ,185,I'm very confident about my estimate  ,Today   ,65,Pregnancy   ,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",205,125,"Yes, If Yes add box please briefly describe what is working for you",I am using Isagenix,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,7,7,7,7,7,5,5,7,7,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,4,40,40,40,100,100,100,11,11,13,3,4,No  ,,No  ,
50,Female   ,Masters Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Strongly Disagree,Agree,Strongly agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,"Yes, please indicate how many children you have",4,Keeping my weight about the same   ,130,I'm very confident about my estimate  ,Today   ,5 4,,,185,128,"Yes, If Yes add box please briefly describe what is working for you",eating right and exercise,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,1,0,0,2,2,0,1,1,7,6,2,0,0,1,0,0,0,0,0,0,0,6,2,0,1,0,5,0,0,0,0,1,0,1,1,0,81,82,82,91,60,8,71,31,7,4,5,No  ,,No  ,
27,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Agree,Strongly Disagree,Disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Agree,"Yes, please indicate how many children you have",2,Keeping my weight about the same   ,151,I'm very confident about my estimate  ,This week   ,65,"Pregnancy   ,Started a medication with weight gain as a side effect   ","Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",160,135,No  ,,Often,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Often,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,Never,3,0,0,2,0,0,0,0,0,6,1,1,0,1,2,5,4,2,0,0,0,3,0,5,0,2,6,0,0,0,0,1,0,7,5,3,15,51,68,23,51,50,33,43,39,3,2,No  ,,No  ,
28,Female   ,4-year College Degree   ,Other   ,Yes   ,Overweight,Married (Cohabiting),Agree,Strongly agree,Somewhat agree,Does not Apply to Me,Somewhat agree,Somewhat agree,Disagree,Strongly Disagree,Somewhat agree,Agree,Strongly agree,No,,Losing weight   ,170,I'm very confident about my estimate  ,This week   ,67,Significant relationship change ,,198,165,"Yes, If Yes add box please briefly describe what is working for you","Meal prepping every week, counting macros, working out regularly ",Sometimes,Often,Sometimes,Sometimes,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Often,Often,Sometimes,,Sometimes,Rarely,Sometimes,4,7,7,4,3,1,1,3,5,1,7,0,0,2,5,7,1,1,0,0,0,3,5,5,0,0,4,0,0,0,0,7,0,7,3,1,85,60,60,100,30,30,100,0,0,3,1,No  ,,No  ,
,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Married (Cohabiting),Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly agree,"Yes, please indicate how many children you have",2,Keeping my weight about the same   ,120,I'm very confident about my estimate  ,Today   ,62,Pregnancy   ,,155 with pregnancy,115,"Yes, If Yes add box please briefly describe what is working for you",I make all my food from scratch and keep meals healthy. I also only drink water or tea and I occasionally go on walks or runs on a treadmill,Never,Never,Rarely,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Never,5,1,0,6,3,,2,7,4,3,7,0,0,1,2,0,0,1,0,0,0,5,7,7,5,7,7,0,7,1,0,1,1,2,0,2,90,95,94,90,100,19,90,95,70,5,5,No  ,,No  ,
27,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,228,I'm very confident about my estimate  ,This week   ,75,,,233,185,No  ,,Often,Often,Sometimes,Rarely,Rarely,Sometimes,Never,Never,Rarely,Rarely,Often,Sometimes,Sometimes,Often,Sometimes,Often,Often,Rarely,Sometimes,Often,Rarely,6,0,0,5,4,2,1,2,7,2,1,2,0,5,7,0,0,6,,,,,,,,,,,,,,,,,,,51,52,54,71,90,49,,,,2,,No  ,,,
,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly agree,Disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,"Yes, please indicate how many children you have",3,Keeping my weight about the same   ,165,I'm very confident about my estimate  ,Today   ,64,Pregnancy   ,,186,145,"Yes, If Yes add box please briefly describe what is working for you",Calorie deficit. ,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,2,2,3,3,3,0,5,4,4,7,4,2,0,3,3,2,3,3,0,0,0,4,0,0,0,0,3,0,3,0,0,3,0,0,3,0,70,55,30,80,75,70,10,10,20,2,3,No  ,,No  ,
23,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Underweight,Married (Cohabiting),Strongly agree,Somewhat disagree,Agree,Does not Apply to Me,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Somewhat agree,No,,Gaining weight ,120,I'm fairly confident about my estimate   ,Over a month ago   ,62,,,125,110,No  ,,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Never,Rarely,Often,Never,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Often,Often,Rarely,3,0,0,4,0,0,2,7,2,0,0,1,0,1,0,1,0,0,3,0,0,6,0,0,0,0,3,0,0,0,0,5,0,2,0,1,80,80,80,40,60,,30,30,30,4,4,No  ,,No  ,
34,Male   ,Some College   ,White/Caucasian   ,No   ,Underweight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,143,I'm very confident about my estimate  ,This week   ,74,,,143,120,No  ,,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,7,0,0,3,3,6,5,6,5,3,0,0,0,3,0,3,3,0,7,4,4,2,2,2,1,2,4,2,0,5,0,5,2,5,5,5,90,90,90,100,89,20,50,65,52,5,3,No  ,,No  ,
,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Keeping my weight about the same   ,140,I'm very confident about my estimate  ,This week   ,62,,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",162,140,"Yes, If Yes add box please briefly describe what is working for you",Counting calories,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,4,0,0,7,1,3,2,5,1,2,0,0,0,5,0,2,1,2,,,,,,,,,,,,,,,,,,,84,63,87,57,54,54,,,,4,,No  ,,No  ,
21,Male   ,2-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Agree,Disagree,Somewhat disagree,Strongly agree,Disagree,Disagree,Somewhat disagree,Disagree,Disagree,Disagree,Does not Apply to Me,No,,Gaining weight ,210,I'm very confident about my estimate  ,This week   ,71,"Significant medical experience impeding mobility   ,Significant relationship change ",,210,187,No  ,,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,2,0,0,2,2,5,3,0,1,1,0,2,0,7,1,7,2,2,0,0,0,5,0,1,0,4,7,0,0,0,0,7,1,5,0,2,37,34,33,29,11,0,26,8,3,3,5,No  ,,No  ,
42,Female   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Never Married  ,,,,,,,,,,,,No,,Losing weight   ,309,I'm very confident about my estimate  ,This week   ,66,,,345,200,"Yes, If Yes add box please briefly describe what is working for you",diet and exercise,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,5,7,7,5,3,2,7,7,7,1,7,0,0,4,0,0,2,0,,,,,,,,,,,,,,,,,,,46,45,52,94,93,92,,,,1,,No  ,,,
48,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Married (Cohabiting),Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Somewhat agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly agree,"Yes, please indicate how many children you have",3,Keeping my weight about the same   ,280,I'm fairly confident about my estimate   ,Over a month ago   ,74,,Exercised at least 2 hours daily for weight loss   ,290,200,No  ,,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Never,Never,Rarely,Never,1,0,0,5,5,4,3,2,5,0,1,0,0,7,5,3,1,0,3,0,0,2,3,1,3,5,5,1,1,0,0,1,0,0,1,0,30,43,40,70,69,47,89,71,74,2,4,No  ,,"Yes, Gastric bypass",
22,Female   ,2-year College Degree   ,White/Caucasian   ,No   ,Normal weight,Never Married  ,,,,,,,,,,,,No,,Gaining weight ,128,I'm fairly confident about my estimate   ,Over a month ago   ,65,"Started a medication with weight gain as a side effect   ,Significant medical experience impeding mobility   ,Significant relationship change ","Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",130,100,"Yes, If Yes add box please briefly describe what is working for you",Dietician,Often,Sometimes,Often,Sometimes,Sometimes,Often,Rarely,Sometimes,Often,Sometimes,Never,Rarely,Sometimes,Often,Sometimes,Rarely,Sometimes,Often,Often,Often,Often,7,3,3,5,2,7,7,7,7,1,7,7,2,7,7,7,0,7,4,1,3,3,4,7,7,5,7,1,1,1,2,7,2,5,4,2,30,30,50,0,41,20,68,10,,3,2,No  ,,No  ,
31,Male   ,4-year College Degree   ,Other   ,Yes   ,Overweight,Married (Cohabiting),Strongly agree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,"Yes, please indicate how many children you have",3,Losing weight   ,220,I'm very confident about my estimate  ,This week   ,71,Pregnancy   ,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",260,185,No  ,,Sometimes,Sometimes,Rarely,Sometimes,Never,Rarely,Rarely,Rarely,Never,Rarely,Never,Sometimes,Never,Sometimes,Sometimes,Often,Rarely,Sometimes,Often,Sometimes,Never,3,1,1,1,5,5,0,5,7,1,0,1,0,1,1,1,0,2,5,3,0,0,4,5,0,0,1,1,7,0,0,0,3,0,0,0,8,13,41,69,67,44,58,37,66,4,2,No  ,,No  ,
29,Male   ,4-year College Degree   ,White/Caucasian   ,No   ,Overweight,Never Married  ,,,,,,,,,,,,No,,Gaining weight ,220,I'm very confident about my estimate  ,This week   ,70,,"Used a very low calorie diet for weight loss (less than 1,200 calories daily)   ",235,190,No  ,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,7,7,7,6,3,1,1,4,6,1,5,3,0,6,7,4,1,6,,,,,,,,,,,,,,,,,,,20,11,20,30,6,3,0,,,2,,No  ,,,
